time,stl1Mean,stl2Mean,stl3Mean,stl4Mean,SKTMean,depth1,srcMean,T2mMean,swl1Mean,swl2Mean,swl3Mean,swl4Mean,TPMean,time,depth2,depth3,depth4
2020/4/18,4.42857,1.9393075,-0.8143225,-3.1145375,6.26472,7,2.71E-05,2.95889,0.332809448,0.353946688,0.336631773,0.384387965,0.001064882,1,21,72,189
2020/4/19,4.8139125,2.46818,-0.5781825,-3.006325,5.9623075,7,1.53E-05,2.1150725,0.331054683,0.349544525,0.337070465,0.38435364,0.000642389,1,21,72,189
2020/4/20,4.0539,2.5171425,-0.390265,-2.8943875,5.3395325,7,1.79E-05,2.445945,0.337509158,0.34649658,0.337417605,0.38433075,0.001225714,1,21,72,189
2020/4/21,3.6390375,2.3945125,-0.26351,-2.7814675,4.84037,7,3.43E-05,0.89486,0.33836746,0.345302578,0.337696073,0.384304045,0.004059091,1,21,72,189
2020/4/22,1.9788325,1.95583,-0.182365,-2.6697125,-1.09814,7,4.93E-05,-1.868595,0.338088988,0.344402313,0.337940215,0.384288785,0.008113824,1,21,72,189
2020/4/23,1.449475,1.522635,-0.16529,-2.5615,-6.0640525,7,5.01E-05,-2.93037,0.355648043,0.344818107,0.338119507,0.384273525,0.00189725,1,21,72,189
2020/4/24,0.7814425,1.072825,-0.18827,-2.456765,-8.2725525,7,4.22E-05,-3.310765,0.377922057,0.34922791,0.338314058,0.384254455,0.00011375,1,21,72,189
2020/4/25,0.635735,0.670255,-0.255745,-2.3582525,-6.875935,7,3.49E-05,-3.424215,0.396526338,0.357753758,0.33864975,0.3842392,0.00185712,1,21,72,189
2020/4/26,0.74258,0.54016,-0.3414975,-2.2660875,-3.126455,7,3.57E-05,-1.94108,0.402793885,0.368934628,0.339237215,0.384223935,0.000990587,1,21,72,189
2020/4/27,1.30908,0.6919525,-0.409045,-2.1808825,-1.1545125,7,1.65E-05,0.3059925,0.3992424,0.378124233,0.34013748,0.384204862,0.000166069,1,21,72,189
2020/4/28,1.20004,0.7677225,-0.424185,-2.100195,-0.653265,7,4.78E-06,-1.3016425,0.391441343,0.38149643,0.341186525,0.3841858,0.002939499,1,21,72,189
2020/4/29,1.7618975,1.0281025,-0.401935,-2.0226775,-0.28873,7,4.11E-05,-1.4259675,0.402004245,0.386341095,0.342285158,0.38417053,0.002350254,1,21,72,189
2020/4/30,1.85647,1.190395,-0.3578125,-1.946695,-0.68766,7,1.42E-05,-1.5073625,0.395587918,0.39060974,0.343826295,0.384159085,0.000375514,1,21,72,189
2020/5/1,2.9777025,1.5082,-0.29032,-1.8729875,3.45345,7,4.06E-06,2.0373775,0.392318725,0.389534003,0.345413205,0.384147635,0.000127724,1,21,72,189
2020/5/2,5.0174,2.31503,-0.1719525,-1.7972175,6.48077,7,5.45E-06,5.7046775,0.380104063,0.38575363,0.34716034,0.38414,0.000191692,1,21,72,189
2020/5/3,4.9811275,2.856105,-0.0119375,-1.7212,6.5934075,7,1.97E-06,2.2091675,0.360927575,0.378177638,0.348739623,0.38413619,0.000359945,1,21,72,189
2020/5/4,2.666665,2.39193,0.118615,-1.6427075,-0.004735,7,9.39E-07,-2.5216075,0.355365753,0.370662688,0.349769592,0.384143818,0.002464188,1,21,72,189
2020/5/5,3.9744325,2.4062875,0.185095,-1.56446,3.947275,7,8.43E-06,0.8656275,0.365577693,0.367362975,0.350391385,0.384159085,0.00096758,1,21,72,189
2020/5/6,5.2073875,3.008095,0.266065,-1.48749,6.50433,7,4.96E-06,4.08181,0.358737945,0.365425105,0.350929263,0.384174348,0.000241251,1,21,72,189
2020/5/7,5.2242325,3.5467175,0.3745975,-1.4109825,6.1813275,7,7.03E-06,2.193995,0.356430053,0.362285613,0.35136413,0.384197238,0.002074538,1,21,72,189
2020/5/8,5.248955,3.9436275,0.4846725,-1.333535,5.5412225,7,2.33E-06,1.282405,0.357315065,0.360340118,0.351680758,0.384231568,0.001927756,1,21,72,189
2020/5/9,2.5900225,2.7435575,0.5642325,-1.2577575,-4.221575,7,4.43E-06,-1.9884675,0.359157562,0.3595047,0.351917265,0.38427734,0.003995211,1,21,72,189
2020/5/10,2.35267,2.18035,0.5798225,-1.1832675,-3.5085825,7,3.69E-06,0.5048475,0.37645721,0.361965185,0.352111818,0.384334565,0.000704774,1,21,72,189
2020/5/11,3.1430275,2.21699,0.5863875,-1.1118475,1.2832575,7,7.82E-07,3.2908,0.38166046,0.367229463,0.352436068,0.384376525,1.71E-05,1,21,72,189
2020/5/12,5.6809925,3.3050625,0.6247025,-1.0427275,6.5839525,7,-3.03E-20,7.9435675,0.376232148,0.3694458,0.352939608,0.384429933,0,1,21,72,189
2020/5/13,7.08633,4.791775,0.7258975,-0.9734525,8.918695,7,1.10E-06,9.97604,0.355690003,0.36656189,0.353446958,0.384475708,2.25E-05,1,21,72,189
2020/5/14,8.0662525,5.9581225,0.8810525,-0.904335,10.104635,7,6.56E-07,7.5598975,0.333271025,0.359794617,0.353679655,0.38454437,7.14E-05,1,21,72,189
2020/5/15,6.76049,5.7252075,1.0409275,-0.8339,7.5814475,7,1.95E-05,4.0918525,0.328018188,0.353145597,0.35363388,0.38463211,0.00083847,1,21,72,189
2020/5/16,8.1852325,6.070585,1.174415,-0.763375,10.195605,7,6.59E-06,5.9023375,0.319190975,0.348033903,0.353378295,0.384738925,0.000626448,1,21,72,189
2020/5/17,9.207635,6.9248875,1.3362725,-0.6908025,11.101405,7,5.62E-05,5.8465525,0.315147398,0.342510218,0.352931975,0.384864805,0.001702388,1,21,72,189
2020/5/18,9.25939,7.412865,1.5174825,-0.61823,10.307765,7,2.58E-05,5.5388125,0.321960445,0.339744568,0.352340705,0.384998323,0.001191918,1,21,72,189
2020/5/19,7.907065,6.6833725,1.6916,-0.5438925,8.589655,7,4.16E-05,5.3613225,0.3421135,0.339080807,0.351737975,0.385150908,0.00296814,1,21,72,189
2020/5/20,4.9752175,5.1769025,1.8132875,-0.469095,1.501585,7,3.02E-05,-0.7418275,0.361297608,0.343803408,0.351226803,0.38532257,0.007951458,1,21,72,189
2020/5/21,4.63652,4.077625,1.84647,-0.394355,-0.0611025,7,5.74E-07,1.045345,0.373336795,0.34967041,0.35079956,0.38550186,0.002219186,1,21,72,189
2020/5/22,6.89346,5.1101925,1.885475,-0.3217875,7.0236475,7,2.66E-05,4.62725,0.380023955,0.357921597,0.350528715,0.385684968,0.000536775,1,21,72,189
2020/5/23,7.422145,6.162105,2.00098,-0.2502825,7.2495975,7,7.80E-05,3.9760075,0.384117125,0.364685055,0.350502015,0.385868073,0.002709572,1,21,72,189
2020/5/24,6.26965,5.49105,2.12945,-0.1768525,2.054775,7,7.60E-05,0.1109875,0.396881102,0.37579727,0.35090637,0.386058808,0.01058318,1,21,72,189
2020/5/25,3.66006,4.1202325,2.1907425,-0.10758,-7.5945875,7,5.34E-05,-2.1616625,0.396511078,0.384944915,0.352111813,0.386264803,0.004275235,1,21,72,189
2020/5/26,2.4329525,2.7850125,2.1336725,-0.046085,-5.268595,7,2.03E-05,0.55862,0.401336667,0.38986969,0.353755953,0.386478425,2.73E-06,1,21,72,189
2020/5/27,3.8283925,2.9610875,2.05023,0.00768,1.83016,7,8.72E-06,3.1137875,0.40688324,0.397159577,0.355918888,0.38669968,8.33E-05,1,21,72,189
2020/5/28,4.8666,3.7439525,2.025655,0.0556875,4.592985,7,4.11E-06,3.7903075,0.398342132,0.39683914,0.358581545,0.38692856,0.000200359,1,21,72,189
2020/5/29,6.85052,5.0230925,2.0680775,0.099895,8.3405725,7,3.49E-06,5.526145,0.38482285,0.390522005,0.36040497,0.387176515,0.000159394,1,21,72,189
2020/5/30,9.4001125,6.8554025,2.2232925,0.1428475,12.0542875,7,1.85E-05,8.4116475,0.369541165,0.382518765,0.361221313,0.387428285,0.000615389,1,21,72,189
2020/5/31,9.10305,7.9181125,2.5286175,0.1877875,9.6555425,7,1.11E-05,7.0205875,0.353496555,0.374679565,0.361370088,0.387695312,0.000652281,1,21,72,189
2020/6/1,8.6970425,7.3409975,2.772945,0.23434,10.1363625,7,2.73E-05,4.82089,0.3430748,0.366310115,0.361026768,0.387962345,0.001634759,1,21,72,189
2020/6/2,7.25266,6.7716275,2.954185,0.2812425,5.8980675,7,1.38E-05,3.300685,0.350524903,0.361320497,0.36042404,0.388233188,0.001338872,1,21,72,189
2020/6/3,7.42915,6.3410925,3.033805,0.32775,8.20651,7,3.94E-06,5.3310725,0.341278078,0.35768127,0.359634395,0.388507843,0.000270732,1,21,72,189
2020/6/4,9.3356875,7.23922,3.15103,0.3726125,11.7021125,7,6.12E-06,8.847985,0.32562638,0.352275853,0.358661648,0.388763428,0.000546994,1,21,72,189
2020/6/5,7.26376,6.8393775,3.3185975,0.4163625,6.49374,7,5.90E-05,3.58593,0.3403244,0.348739625,0.35770035,0.389022823,0.004336106,1,21,72,189
2020/6/6,6.2196,5.9620575,3.3719675,0.4585075,3.8634875,7,2.54E-05,1.6330475,0.35839462,0.350471498,0.35683823,0.389274598,0.003778038,1,21,72,189
2020/6/7,6.3342675,5.6217,3.347135,0.49763,4.646385,7,1.60E-05,1.9189725,0.372047423,0.354496,0.35604858,0.389511113,0.00205948,1,21,72,189
2020/6/8,7.098565,6.1158975,3.3494875,0.534565,6.9019675,7,4.98E-06,3.957,0.371387483,0.359466553,0.355342863,0.389747618,0.000745633,1,21,72,189
2020/6/9,8.37258,7.0161425,3.43408,0.570395,9.60913,7,7.55E-06,7.0950875,0.353698728,0.35894394,0.35463715,0.389965058,0.000406596,1,21,72,189
2020/6/10,8.8100525,7.6304575,3.5851375,0.6066075,10.259975,7,6.77E-06,7.3983975,0.340820315,0.355155948,0.3538704,0.390178683,0.001127485,1,21,72,189
2020/6/11,10.5611825,8.6377475,3.7814,0.6410925,12.642755,7,4.86E-06,9.6946375,0.323257443,0.350051878,0.352935788,0.390384675,0.000905535,1,21,72,189
2020/6/12,11.361355,9.713985,4.0647525,0.677665,12.261955,7,1.58E-05,9.409875,0.305595398,0.343158723,0.351821903,0.390575408,0.000785029,1,21,72,189
2020/6/13,12.117395,9.9149125,4.3330625,0.7165,13.58416,7,1.04E-06,10.6911275,0.283302305,0.335567472,0.35050965,0.390758515,0.000233008,1,21,72,189
2020/6/14,10.43258,9.61163,4.58535,0.7553775,10.7516975,7,3.23E-05,8.168235,0.279453283,0.328441618,0.349201205,0.390926358,0.000634308,1,21,72,189
2020/6/15,10.3723725,9.0630425,4.7268875,0.7942125,10.951685,7,6.47E-05,6.9329475,0.307323455,0.32536316,0.34794998,0.391090395,0.002494887,1,21,72,189
2020/6/16,11.9447575,9.8963275,4.91561,0.8336225,13.190025,7,4.71E-05,8.1234025,0.31613159,0.325172425,0.346710205,0.391235352,0.002324053,1,21,72,189
2020/6/17,10.4601675,9.4363,5.2617425,0.8732375,11.209615,7,2.64E-05,7.96548,0.3187561,0.325408935,0.345565793,0.391361238,0.001697522,1,21,72,189
2020/6/18,11.54342,9.7846025,5.5584975,0.9116475,12.5735225,7,8.81E-05,8.53332,0.334629062,0.326263428,0.344451908,0.391475675,0.003361842,1,21,72,189
2020/6/19,12.6843125,10.644615,5.91079,0.951195,14.08398,7,0.000135027,9.147975,0.369728093,0.335414885,0.343490595,0.391571048,0.00554196,1,21,72,189
2020/6/20,13.52172,11.709925,6.3344975,0.9917375,14.63604,7,5.19E-05,10.4801875,0.36397171,0.3485794,0.342842105,0.39165497,0.003290109,1,21,72,189
2020/6/21,13.8486275,12.1296625,6.7835325,1.0328425,14.94062,7,1.09E-05,11.9853175,0.329799648,0.345619203,0.342105867,0.391716005,0.000695294,1,21,72,189
2020/6/22,13.235775,12.1855375,7.197655,1.074625,13.70226,7,6.37E-05,10.07711,0.317985535,0.340389252,0.34124756,0.391757963,0.001146096,1,21,72,189
2020/6/23,13.98614,12.3029425,7.521875,1.1185675,14.889915,7,0.000131078,10.2101375,0.361377715,0.343540188,0.34049225,0.391788485,0.006162873,1,21,72,189
2020/6/24,11.7859775,11.4928525,7.773095,1.1622575,11.63781,7,0.000139758,8.97317,0.413089758,0.391304018,0.342060085,0.391811382,0.007715411,1,21,72,189
2020/6/25,14.55361,12.5616425,7.9519875,1.2070725,15.9255025,7,5.35E-05,11.5328025,0.389942168,0.391525268,0.344951627,0.391834255,0.002490859,1,21,72,189
2020/6/26,15.3296725,13.39581,8.285425,1.25152,16.7317475,7,6.84E-05,12.380855,0.38895035,0.38607788,0.34651947,0.39185333,0.00330303,1,21,72,189
2020/6/27,16.1642375,14.159755,8.65786,1.297035,17.52399,7,7.83E-05,13.21749,0.382785793,0.383865355,0.347652433,0.39186096,0.002735224,1,21,72,189
2020/6/28,15.5399725,14.1321025,9.01858,1.3441575,16.4034375,7,0.000110768,11.87652,0.410190582,0.394565583,0.349098205,0.391864775,0.008476432,1,21,72,189
2020/6/29,15.52569,14.2124575,9.320885,1.3933775,16.2160575,7,0.000103399,11.8895475,0.407672878,0.40626526,0.353042603,0.39187622,0.008018392,1,21,72,189
2020/6/30,11.64446,12.16784,9.4563225,1.4427775,10.8383975,7,0.000163957,8.94448,0.420074463,0.42019653,0.36423111,0.391937255,0.014233449,1,21,72,189
2020/7/1,11.6847475,11.1869125,9.28732,1.49214,11.8170075,7,4.23E-05,8.6918925,0.405765538,0.40972137,0.373607633,0.39215088,0.004948953,1,21,72,189
2020/7/2,11.20159,10.96649,9.112085,1.5396675,11.106015,7,6.83E-05,7.93487,0.41109848,0.406608583,0.375934595,0.39241028,0.003480677,1,21,72,189
2020/7/3,13.073545,11.7346125,8.986665,1.58634,13.95071,7,2.69E-05,9.77038,0.388713838,0.399936678,0.37752533,0.392665863,0.001619456,1,21,72,189
2020/7/4,13.93157,12.658715,9.05929,1.631295,14.729735,7,8.95E-05,10.6305525,0.385543822,0.39160156,0.377597808,0.39289856,0.001992619,1,21,72,189
2020/7/5,13.27221,12.6035675,9.180935,1.6790075,13.5707025,7,9.59E-05,10.29052,0.400253292,0.39222717,0.37744141,0.393104558,0.003530978,1,21,72,189
2020/7/6,11.4629775,11.421655,9.1827625,1.7258075,11.333245,7,0.000113964,9.1200525,0.40923309,0.400375365,0.37794495,0.39328766,0.004837033,1,21,72,189
2020/7/7,10.3140775,10.4651975,9.0195525,1.7727025,9.8520425,7,0.000146613,7.899315,0.4212761,0.4149971,0.380981447,0.39350128,0.005447026,1,21,72,189
2020/7/8,13.750115,11.7694625,8.8783225,1.818065,15.1788875,7,4.76E-05,10.2173725,0.39469528,0.406448368,0.384197238,0.393787388,0.002154467,1,21,72,189
2020/7/9,13.3165525,12.4607825,9.004875,1.8650025,13.327565,7,0.000159532,8.801905,0.4192543,0.412712095,0.385547638,0.39406204,0.006284642,1,21,72,189
2020/7/10,13.747795,12.7143825,9.1324075,1.9132975,13.85874,7,0.000150546,8.589955,0.41797638,0.421295173,0.391326905,0.394428248,0.007989173,1,21,72,189
2020/7/11,14.3846,13.0890375,9.2860325,1.963125,15.0105225,7,3.93E-05,11.0355475,0.391948703,0.409385675,0.395332338,0.39490127,0.002786055,1,21,72,189
2020/7/12,15.50973,13.7851475,9.4947425,2.01568,16.51801,7,6.95E-05,12.62884,0.376506805,0.39512253,0.394741058,0.395252228,0.00130302,1,21,72,189
2020/7/13,15.7230125,14.0091775,9.7424575,2.0704575,16.84419,7,5.80E-05,12.698815,0.36126709,0.38553238,0.393177033,0.395488738,0.000888436,1,21,72,189
2020/7/14,13.857355,13.41012,9.92434,2.128225,13.8093375,7,8.04E-05,9.88686,0.410015108,0.398960118,0.39212036,0.395683288,0.004453231,1,21,72,189
2020/7/15,14.6194675,13.4352025,9.98861,2.189605,15.1902875,7,1.11E-05,11.516015,0.375049588,0.394706725,0.39173508,0.395835878,0.001094917,1,21,72,189
2020/7/16,15.5095725,13.9601675,10.105215,2.254235,16.4819275,7,2.65E-05,13.1818475,0.355976105,0.382873535,0.39037323,0.39593506,0.000701953,1,21,72,189
2020/7/17,14.5811375,13.6054625,10.251765,2.3244525,14.9114,7,0.000156991,11.7563425,0.388904573,0.390506743,0.389011385,0.396007537,0.006832266,1,21,72,189
2020/7/18,15.022275,13.8307425,10.31658,2.398955,15.6697325,7,0.000109024,12.1711425,0.394676208,0.401481625,0.38941956,0.396060948,0.004377848,1,21,72,189
2020/7/19,13.3874625,13.21865,10.38937,2.48287,13.2826,7,6.00E-05,10.547205,0.412822728,0.412471773,0.391113283,0.396114347,0.006739875,1,21,72,189
2020/7/20,15.503365,14.1279275,10.425525,2.58001,16.176585,7,1.50E-05,12.083065,0.380504608,0.402122495,0.393093108,0.39619446,0.002115836,1,21,72,189
2020/7/21,15.74116,14.31173,10.56976,2.6827025,16.5255675,7,6.73E-05,12.3990725,0.369300843,0.388267518,0.39227676,0.396247865,0.00134087,1,21,72,189
2020/7/22,12.2057125,13.0968575,10.65591,2.7863075,10.8133325,7,6.92E-05,9.353445,0.417606358,0.418376925,0.39522171,0.3963089,0.009026681,1,21,72,189
2020/7/23,14.11979,12.94047,10.529745,2.889095,14.8287425,7,8.39E-06,11.2249375,0.386703493,0.405151373,0.398288725,0.396427155,0.002426726,1,21,72,189
2020/7/24,15.6303625,14.052975,10.5686025,2.9897675,16.5944,7,7.30E-06,13.658895,0.361053468,0.390514375,0.39747238,0.396518707,0.000330038,1,21,72,189
2020/7/25,16.09806,14.7197525,10.745265,3.090725,16.960775,7,5.94E-06,14.4391375,0.343925478,0.377243045,0.395782473,0.396579748,0.000413444,1,21,72,189
2020/7/26,17.088175,15.47723,10.9771325,3.19631,18.0317025,7,7.96E-06,14.6595675,0.327392577,0.366432193,0.393737793,0.396595013,0.000415005,1,21,72,189
2020/7/27,17.29986,15.6737275,11.233725,3.3045275,18.298565,7,2.95E-05,13.86025,0.31526947,0.357143403,0.391490938,0.396572118,0.000438581,1,21,72,189
2020/7/28,17.492595,16.1258125,11.49368,3.416125,18.2212125,7,4.69E-05,14.3189025,0.31060028,0.35007095,0.389190673,0.396526338,0.000690365,1,21,72,189
2020/7/29,17.467995,16.42352,11.756435,3.529475,17.8305575,7,5.48E-05,14.2372675,0.307159428,0.34454727,0.386840817,0.396442415,0.001127284,1,21,72,189
2020/7/30,16.875755,16.1110625,11.9624875,3.642905,16.85742,7,9.77E-05,12.6140975,0.310214993,0.340133663,0.384479528,0.3963356,0.001893629,1,21,72,189
2020/7/31,16.402645,15.6392175,12.08035,3.75796,16.32458,7,0.000141934,11.8288225,0.360744478,0.343338015,0.382274628,0.39620209,0.006391562,1,21,72,189
2020/8/1,13.712245,14.154385,12.07595,3.8710625,12.9172,7,0.000198029,10.9543325,0.416442873,0.396461488,0.382614133,0.396091463,0.015597637,1,21,72,189
2020/8/2,14.5497675,13.88617,11.8992225,3.9809175,14.7150825,7,0.00016778,11.41073,0.426177975,0.421890263,0.390014648,0.396045685,0.010834356,1,21,72,189
2020/8/3,16.0469475,14.88003,11.8526925,4.0869125,16.6586125,7,0.000152983,11.94244,0.4152565,0.419948575,0.399559023,0.396125795,0.009322366,1,21,72,189
2020/8/4,16.570355,15.3098875,11.926205,4.1931125,17.1026275,7,0.000141375,12.2662275,0.413742063,0.41846466,0.406108853,0.396392823,0.008652168,1,21,72,189
2020/8/5,16.108215,15.3509125,12.038235,4.2990675,16.2698575,7,0.000137046,11.6980825,0.421337128,0.42087936,0.40998077,0.396865845,0.00778607,1,21,72,189
2020/8/6,13.95907,14.2425175,12.0615175,4.40396,13.3809725,7,7.38E-05,10.20791,0.414512638,0.418529503,0.412910462,0.39759827,0.004171452,1,21,72,189
2020/8/7,15.39558,14.3232025,11.95629,4.5076225,15.955145,7,0.00010892,11.53411,0.415920255,0.419311523,0.414001463,0.398410798,0.006764104,1,21,72,189
2020/8/8,14.8541475,14.5453775,11.949455,4.6080575,14.6735775,7,7.78E-05,11.0009125,0.41921234,0.422374725,0.41711044,0.399391175,0.008385898,1,21,72,189
2020/8/9,14.9027325,14.2810925,11.9207725,4.7069375,15.02453,7,1.64E-05,11.28521,0.39211273,0.411231995,0.418052677,0.40058136,0.002676092,1,21,72,189
2020/8/10,14.25857,13.876885,11.864125,4.803915,14.211725,7,0.000101447,10.52404,0.410236358,0.40691757,0.4160614,0.401557923,0.005727486,1,21,72,189
2020/8/11,12.490625,12.9931,11.747435,4.897365,11.637625,7,0.000122666,8.98336,0.42034531,0.420158383,0.416133878,0.402362823,0.006489237,1,21,72,189
2020/8/12,14.23989,13.4040475,11.565905,4.9861675,14.2821825,7,0.000132203,9.9735925,0.4105339,0.41524506,0.416576388,0.403217315,0.003973527,1,21,72,189
2020/8/13,14.40728,13.73388,11.5362775,5.0730225,14.63554,7,7.01E-05,10.391075,0.39686585,0.40848159,0.415554047,0.403968813,0.002085492,1,21,72,189
2020/8/14,14.1560125,13.7564025,11.5314875,5.15835,14.0685625,7,6.90E-05,9.8538125,0.395030975,0.399776455,0.413940433,0.404571535,0.002360569,1,21,72,189
2020/8/15,12.8357625,12.8016275,11.468985,5.2412925,12.7149925,7,8.30E-05,9.8624525,0.400432585,0.398403168,0.412391665,0.405048373,0.002606274,1,21,72,189
2020/8/16,13.25198,12.76452,11.3201225,5.32168,13.4279875,7,0.000104748,9.809775,0.411033632,0.40663147,0.41135788,0.405414583,0.005706147,1,21,72,189
2020/8/17,14.0043725,13.16226,11.2489,5.3990725,14.328945,7,0.00012394,10.065025,0.409389495,0.41383362,0.411338805,0.40572357,0.0058523,1,21,72,189
2020/8/18,14.7104725,13.6627125,11.25564,5.47506,15.18025,7,0.000111699,10.768885,0.404342645,0.411624905,0.411949155,0.40602875,0.003531743,1,21,72,189
2020/8/19,14.869075,13.938165,11.340965,5.5509875,15.189085,7,0.000168703,10.899805,0.421226503,0.418315888,0.414672855,0.406375885,0.009926528,1,21,72,189
2020/8/20,10.9573025,12.6046975,11.3643125,5.6270375,8.722255,7,9.11E-05,7.1906675,0.419658658,0.42558289,0.425529478,0.40776443,0.011451586,1,21,72,189
2020/8/21,12.017295,11.794485,11.11941,5.7011325,11.679925,7,1.25E-06,9.4079525,0.3853302,0.405559543,0.42401886,0.409809105,0.001870623,1,21,72,189
2020/8/22,13.31937,12.680815,11.0095125,5.7710825,13.46043,7,1.77E-05,10.0340825,0.37134552,0.390270233,0.419952393,0.410957333,0.000826054,1,21,72,189
2020/8/23,13.67382,12.95522,11.01574,5.8398075,13.762975,7,0.000127196,9.660305,0.396812433,0.390300753,0.416244508,0.411537168,0.005970083,1,21,72,189
2020/8/24,13.7363825,13.199365,11.06912,5.9082875,13.663875,7,0.00014662,9.0000875,0.422325133,0.427360533,0.420555115,0.412052155,0.009476064,1,21,72,189
2020/8/25,14.5513925,13.6654325,11.140345,5.97799,14.93972,7,5.32E-05,10.489865,0.396667478,0.41302109,0.421009058,0.412895203,0.001750324,1,21,72,189
2020/8/26,14.586905,13.83511,11.260305,6.04995,14.9273325,7,7.53E-05,11.1422675,0.391548153,0.400363925,0.41878891,0.413497925,0.001745092,1,21,72,189
2020/8/27,15.149805,14.253075,11.403255,6.125145,15.50782,7,9.65E-05,11.6775725,0.394142152,0.395305633,0.416389465,0.413818363,0.002864817,1,21,72,189
2020/8/28,15.0800825,14.2069625,11.5516,6.206565,15.50544,7,0.000132382,11.7507525,0.412197115,0.406742095,0.414962772,0.413951875,0.006718136,1,21,72,189
2020/8/29,15.1521575,14.32717,11.668515,6.3031875,15.3875075,7,0.000156447,11.5039025,0.424819947,0.421443938,0.41658401,0.414085385,0.009054503,1,21,72,189
2020/8/30,14.09826,13.9330725,11.76681,6.420495,13.9078125,7,0.000130437,11.1436375,0.42292785,0.425468445,0.421901703,0.414611818,0.006736957,1,21,72,189
2020/8/31,12.5741275,12.8812825,11.7345825,6.5381725,12.0918225,7,6.29E-05,9.1890525,0.415493013,0.421718598,0.422790525,0.415470123,0.00278615,1,21,72,189
2020/9/1,12.1844275,12.083615,11.556365,6.65066,12.1449525,7,6.24E-05,8.60867,0.411354062,0.413383485,0.421730035,0.4162178,0.001936931,1,21,72,189
2020/9/2,13.4531775,12.8654175,11.408165,6.7566725,13.5710475,7,8.78E-06,10.09102,0.385299683,0.402542115,0.41981506,0.416683198,0.000538095,1,21,72,189
2020/9/3,11.1992775,11.8399,11.342345,6.8589725,10.2008425,7,0.000132591,8.054745,0.405677793,0.40061188,0.417377475,0.416873933,0.004774963,1,21,72,189
2020/9/4,10.1533725,10.85656,11.0986575,6.9552275,9.1924375,7,8.69E-05,6.181485,0.40904236,0.410884858,0.41660309,0.41692352,0.003497337,1,21,72,189
2020/9/5,8.8294025,9.94128,10.782645,7.0423275,7.4208925,7,5.09E-05,4.25436,0.408176423,0.408828738,0.41567993,0.416961667,0.001918251,1,21,72,189
2020/9/6,10.15704,10.1953975,10.451075,7.12021,9.6704825,7,8.29E-06,5.897635,0.388973235,0.40120697,0.414222723,0.416950222,0.000708601,1,21,72,189
2020/9/7,11.6379025,10.9066125,10.28619,7.19113,11.77231,7,0.000100292,7.1329525,0.397361755,0.394504548,0.412021635,0.41688919,0.002937894,1,21,72,189
2020/9/8,9.39776,10.5159875,10.24093,7.2580225,6.4446725,7,5.90E-05,4.6614925,0.419044493,0.41768646,0.4116745,0.416790005,0.005972576,1,21,72,189
2020/9/9,9.8685925,10.01739,10.04858,7.32064,8.3716925,7,2.96E-05,5.919425,0.40217972,0.410926823,0.411743165,0.416732788,0.001169353,1,21,72,189
2020/9/10,10.2140425,10.0451625,9.91073,7.3789875,8.8291925,7,0.000112712,4.34655,0.411540983,0.41084671,0.410526275,0.41666031,0.004477439,1,21,72,189
2020/9/11,10.2612875,10.26037,9.8221075,7.4334325,8.9927275,7,4.82E-05,5.467855,0.408363343,0.412921908,0.410263065,0.416568755,0.002715609,1,21,72,189
2020/9/12,9.33361,9.855245,9.74481,7.484035,7.842785,7,9.16E-05,4.5897775,0.413631443,0.413272858,0.409709927,0.416473387,0.00369114,1,21,72,189
2020/9/13,7.0866025,8.423915,9.5549875,7.5320675,2.526945,7,4.39E-05,0.5949,0.407039643,0.412693018,0.409790035,0.416389468,0.006662288,1,21,72,189
2020/9/14,7.1603025,7.7483125,9.208185,7.5724725,2.581135,7,1.76E-05,1.228385,0.411197665,0.411453247,0.409099578,0.416309355,0.002967615,1,21,72,189
2020/9/15,8.75596,8.47604,8.9501875,7.6047625,7.062855,7,3.78E-05,4.058925,0.411075595,0.411472323,0.408546448,0.416202543,0.000591791,1,21,72,189
2020/9/16,8.3315075,8.506345,8.834345,7.632165,6.566765,7,4.18E-05,4.437925,0.415710447,0.414630893,0.408367155,0.416110995,0.001741635,1,21,72,189
2020/9/17,8.4063425,8.585045,8.7299425,7.656885,7.1925925,7,8.05E-05,4.6989675,0.415836338,0.414566043,0.408622743,0.41603851,0.001906834,1,21,72,189
2020/9/18,8.9772875,9.0283825,8.67959,7.67965,7.7332375,7,4.05E-05,4.4760975,0.409225463,0.414161678,0.409049988,0.41597748,0.001836547,1,21,72,189
2020/9/19,8.8151525,8.89917,8.6659475,7.701255,7.90066,7,2.51E-05,3.6214875,0.400585178,0.407985693,0.408367155,0.415912625,0.001126331,1,21,72,189
2020/9/20,7.909295,8.633845,8.6303925,7.7213975,6.493895,7,1.58E-05,2.391625,0.388477323,0.401027683,0.406814575,0.41581726,0.000723772,1,21,72,189
2020/9/21,7.72906,8.1687875,8.533685,7.740135,6.81696,7,8.88E-06,3.93057,0.375518798,0.392936705,0.404674533,0.415695193,0.000356002,1,21,72,189
2020/9/22,8.857265,8.4778675,8.44958,7.755945,8.89837,7,1.38E-05,5.9482675,0.364105225,0.384723665,0.402103423,0.41553497,0.000205422,1,21,72,189
2020/9/23,10.020895,9.4951725,8.50744,7.7710825,9.96507,7,4.90E-05,5.945825,0.361083985,0.377719878,0.399276733,0.415344238,0.001121066,1,21,72,189
